1,5.63,5.63
2,5.18,5.63
3,5.75,5.75
4,5.75,5.75
5,5.33,5.75
6,5.75,5.75
7,5.75,5.75
8,5.88,5.88
9,5.75,5.75
10,5.75,5.75
11,5.75,5.75
12,5.75,5.75
13,5.42,5.75
14,5.75,5.75
15,5.4,5.75
16,5.75,5.75
17,5.75,5.75
18,6.16,5.75
19,5.96,5.75
20,5.62,5.75
21,5.75,5.75
22,5.13,5.63
23,5.63,5.63
24,5.63,5.63
25,5.39,5.63
26,5.63,5.63
27,5.18,5.63
28,6.07,5.75
29,5.88,5.75
30,5.75,5.75
31,5.2,5.63
32,5.5,5.5
33,5.5,5.5
34,5.32,5.5
35,5.84,5.63
36,5.82,5.63
37,5.27,5.63
38,5.75,5.75
39,5.36,5.75
40,5.75,5.75
41,5.75,5.75
42,5.75,5.75
43,5.85,5.75
44,6.23,5.75
45,5.75,5.75
46,5.37,5.75
47,5.75,5.75
48,5.88,5.88
49,5.75,5.75
50,5.75,5.75
51,5.75,5.75
52,6.16,5.75
53,6.14,5.75
54,5.75,5.75
55,5.39,5.75
56,5.64,5.75
57,5.43,5.75
58,5.75,5.75
59,5.42,5.75
60,6.14,5.75
61,5.75,5.75
62,5.52,5.63
63,5.75,5.75
64,6.11,5.75
65,5.75,5.75
66,5.75,5.75
67,5.71,5.75
68,5.75,5.75
69,5.52,5.75
70,6.06,5.75
71,5.79,5.75
72,5.75,5.75
73,5.67,5.75
74,6,5.88
75,5.64,5.88
76,5.88,5.88
77,5.88,5.88
78,5.88,5.88
79,5.75,5.75
80,5.75,5.75
81,6.17,5.75
82,5.65,5.75
83,5.88,5.88
84,6.23,5.88
85,6.09,5.88
86,5.75,5.75
87,5.7,5.75
88,5.75,5.75
89,6.22,5.75
90,5.75,5.75
91,5.75,5.75
92,5.84,5.75
93,6.12,5.75
94,6.2,5.75
95,5.75,5.75
96,5.96,5.75
97,5.36,5.75
98,5.51,5.75
99,5.9,5.88
100,6.62,6.13
101,6.13,6.13
102,6,6.0
103,6.13,6.13
104,6.59,6.13
105,6.42,6.13
106,6.13,6.13
107,6.13,6.13
108,6.13,6.13
109,6.13,6.13
110,6.13,6.13
111,6,6.0
112,6,6.0
113,5.88,5.88
114,5.88,5.88
115,6.06,5.88
116,6.02,5.75
117,5.58,5.75
118,5.45,5.88
119,5.75,5.75
120,5.75,5.75
121,6.04,5.75
122,5.97,5.63
123,5.63,5.63
124,5.69,5.63
125,5.75,5.75
126,5.96,5.75
127,5.44,5.75
128,5.63,5.63
129,5.63,5.63
130,5.99,5.75
131,5.75,5.75
132,5.75,5.75
133,5.15,5.63
134,5.5,5.5
135,5.49,5.5
136,5.5,5.5
137,5.11,5.5
138,5.18,5.5
139,5.61,5.5
140,5.5,5.5
141,5.5,5.5
142,5.38,5.38
143,5.38,5.38
144,5.6,5.38
145,5.38,5.38
146,5.38,5.38
147,5.16,5.38
148,5.38,5.38
149,5.05,5.38
150,5.13,5.13
151,5.13,5.13
152,5.25,5.25
153,5.25,5.25
154,5.13,5.13
155,4.69,5.0
156,5,5.0
157,5,5.0
158,4.5,4.5
159,4.5,4.5
160,4.5,4.5
161,4.63,4.63
162,5,5.0
163,5.13,5.13
164,4.68,5.13
165,5.44,5.0
166,4.75,4.75
167,4.64,4.75
168,4.9,4.88
169,4.99,4.88
170,4.59,5.0
171,4.88,4.88
172,4.88,4.88
173,5.22,5.0
174,5.08,5.0
175,4.88,4.88
176,5,4.88
177,5,5.0
178,5,5.0
179,4.83,5.13
180,5.13,5.13
181,5.5,5.13
182,5.5,5.5
183,5.5,5.5
184,5.31,5.5
185,5.5,5.5
186,5.38,5.38
187,5.38,5.38
188,5.5,5.5
189,5.15,5.63
190,6.06,5.75
191,5.63,5.63
192,5.55,5.63
193,6.2,5.75
194,5.75,5.75
195,5.72,5.75
196,5.75,5.75
197,5.62,5.75
198,6.04,5.75
199,5.63,5.63
200,5.5,5.5
201,5.5,5.5
202,5.5,5.5
203,5.64,5.5
204,5.48,5.5
205,5.72,5.5
206,5.43,5.5
207,5.5,5.5
208,5.3,5.75
209,6.16,5.75
210,5.8,5.63
211,5.62,5.63
212,5.75,5.75
213,5.75,5.75
214,5.87,5.75
215,5.75,5.75
216,5.33,5.75
217,5.45,5.75
218,5.75,5.75
219,5.75,5.75
220,5.7,5.88
221,6,6.0
222,5.79,6.0
223,6.5,6.25
224,6.3,6.5
225,7.28,6.88
226,7.38,7.38
227,7.5,7.5
228,7.5,7.5
229,7.5,7.5
230,7.02,7.5
231,7.52,7.5
232,7.17,7.25
233,7.19,7.25
234,6.51,7.0
235,6.84,7.0
236,6.46,6.25
237,6.54,6.25
238,6.5,6.5
239,6.5,6.5
240,6.63,6.63
241,6.63,6.63
242,6.63,6.63
243,6.5,6.5
244,6.5,6.5
245,6.5,6.5
246,6.63,6.63
247,6.63,6.63
248,6.38,6.38
249,6.19,6.38
250,6.38,6.38
251,6.4,6.38
252,6.5,6.5
253,6.5,6.5
254,6.89,6.5
255,6.5,6.5
